,support,itemsets
3870,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_8', '08:00:00 channel_10', '08:00:00 channel_17'})"
3871,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_17'})"
3872,0.012602853869388605,"frozenset({'08:00:00 channel_8', '08:00:00 channel_10', '08:00:00 channel_9', '08:00:00 channel_17'})"
3873,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_5'})"
3874,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_6'})"
3875,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_8'})"
3876,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_9'})"
3877,0.012602853869388605,"frozenset({'08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_6'})"
3878,0.012602853869388605,"frozenset({'08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_8'})"
3879,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_5'})"
3880,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_8'})"
3881,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_6'})"
3882,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_18', '08:00:00 channel_8'})"
3883,0.015623372565357774,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_5', '08:00:00 channel_6'})"
3884,0.015623372565357774,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_5', '08:00:00 channel_8'})"
3885,0.015623372565357774,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_9', '08:00:00 channel_5'})"
3886,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_8'})"
3887,0.015623372565357774,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_9', '08:00:00 channel_6'})"
3888,0.015623372565357774,"frozenset({'08:00:00 channel_4', '08:00:00 channel_10', '08:00:00 channel_9', '08:00:00 channel_8'})"
3889,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_10', '08:00:00 channel_5', '08:00:00 channel_8'})"
3890,0.015623372565357774,"frozenset({'08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_5', '08:00:00 channel_6'})"
3891,0.015623372565357774,"frozenset({'08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_5', '08:00:00 channel_8'})"
3892,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_10', '08:00:00 channel_8'})"
3893,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3894,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_17'})"
3895,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_5', '08:00:00 channel_17'})"
3896,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_17'})"
3897,0.012602853869388605,"frozenset({'08:00:00 channel_8', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_17'})"
3898,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_17'})"
3899,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_12'})"
3900,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_18', '08:00:00 channel_5'})"
3901,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_6'})"
3902,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_8'})"
3903,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_12'})"
3904,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_12', '08:00:00 channel_5'})"
3905,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_6'})"
3906,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_8'})"
3907,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_12'})"
3908,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_5', '08:00:00 channel_6'})"
3909,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_5', '08:00:00 channel_8'})"
3910,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_5'})"
3911,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_8'})"
3912,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_6'})"
3913,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_12', '08:00:00 channel_8'})"
3914,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3915,0.012602853869388605,"frozenset({'08:00:00 channel_5', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3916,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3917,0.012602853869388605,"frozenset({'08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3918,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_17'})"
3919,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_17'})"
3920,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_12', '08:00:00 channel_17'})"
3921,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_8', '08:00:00 channel_12', '08:00:00 channel_17'})"
3922,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_17'})"
3923,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_17'})"
3924,0.012602853869388605,"frozenset({'08:00:00 channel_5', '08:00:00 channel_8', '08:00:00 channel_12', '08:00:00 channel_17'})"
3925,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_17'})"
3926,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_8', '08:00:00 channel_12', '08:00:00 channel_17'})"
3927,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_17'})"
3928,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_12', '08:00:00 channel_17'})"
3929,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_18', '08:00:00 channel_12'})"
3930,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_6'})"
3931,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_8'})"
3932,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_9'})"
3933,0.012602853869388605,"frozenset({'08:00:00 channel_5', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_6'})"
3934,0.012602853869388605,"frozenset({'08:00:00 channel_5', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_8'})"
3935,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_18', '08:00:00 channel_12'})"
3936,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_8'})"
3937,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_6'})"
3938,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_12', '08:00:00 channel_8'})"
3939,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_6'})"
3940,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_8'})"
3941,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_12'})"
3942,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_12', '08:00:00 channel_8'})"
3943,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_6'})"
3944,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_8'})"
3945,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_8'})"
3946,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_6'})"
3947,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_12', '08:00:00 channel_8'})"
3948,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_12', '08:00:00 channel_8'})"
3949,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_17'})"
3950,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_17'})"
3951,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_17'})"
3952,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_17'})"
3953,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_17'})"
3954,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_17'})"
3955,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_17'})"
3956,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_8', '08:00:00 channel_14', '08:00:00 channel_17'})"
3957,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_17'})"
3958,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_17'})"
3959,0.012602853869388605,"frozenset({'08:00:00 channel_8', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_17'})"
3960,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_17'})"
3961,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_8', '08:00:00 channel_14', '08:00:00 channel_17'})"
3962,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_17'})"
3963,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_14', '08:00:00 channel_17'})"
3964,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_5'})"
3965,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_6'})"
3966,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_8'})"
3967,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_9'})"
3968,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_6'})"
3969,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_8'})"
3970,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_5'})"
3971,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_8'})"
3972,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_6'})"
3973,0.012602853869388605,"frozenset({'08:00:00 channel_14', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_8'})"
3974,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_6'})"
3975,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_8'})"
3976,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_5'})"
3977,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_14', '08:00:00 channel_8'})"
3978,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_6'})"
3979,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_4', '08:00:00 channel_8'})"
3980,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_8'})"
3981,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_6'})"
3982,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_5', '08:00:00 channel_8'})"
3983,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_14', '08:00:00 channel_8'})"
3984,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_17'})"
3985,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_17'})"
3986,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_17'})"
3987,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_9', '08:00:00 channel_17'})"
3988,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_17'})"
3989,0.012602853869388605,"frozenset({'08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_17'})"
3990,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_17'})"
3991,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_17'})"
3992,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_17'})"
3993,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_18', '08:00:00 channel_17'})"
3994,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_17'})"
3995,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_8', '08:00:00 channel_5', '08:00:00 channel_17'})"
3996,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_4', '08:00:00 channel_17'})"
3997,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_8', '08:00:00 channel_17'})"
3998,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_4', '08:00:00 channel_17'})"
3999,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_4', '08:00:00 channel_17'})"
4000,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_8', '08:00:00 channel_5', '08:00:00 channel_17'})"
4001,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_17'})"
4002,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_5', '08:00:00 channel_17'})"
4003,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_8', '08:00:00 channel_17'})"
4004,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_6'})"
4005,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_8'})"
4006,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_9'})"
4007,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_8'})"
4008,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_9', '08:00:00 channel_6'})"
4009,0.012602853869388605,"frozenset({'08:00:00 channel_4', '08:00:00 channel_18', '08:00:00 channel_9', '08:00:00 channel_8'})"
4010,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_8'})"
4011,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_6'})"
4012,0.012602853869388605,"frozenset({'08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_5', '08:00:00 channel_8'})"
4013,0.012602853869388605,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_18', '08:00:00 channel_8'})"
4014,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_4', '08:00:00 channel_5', '08:00:00 channel_8'})"
4015,0.015623372565357774,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_4', '08:00:00 channel_6'})"
4016,0.015623372565357774,"frozenset({'08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_4', '08:00:00 channel_8'})"
4017,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_4', '08:00:00 channel_8'})"
4018,0.015623372565357774,"frozenset({'08:00:00 channel_6', '08:00:00 channel_9', '08:00:00 channel_5', '08:00:00 channel_8'})"
4019,0.012602853869388605,"frozenset({'08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4020,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12'})"
4021,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12'})"
4022,0.012602853869388605,"frozenset({'08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12'})"
4023,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12'})"
4024,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_12'})"
4025,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4026,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4027,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4028,0.012602853869388605,"frozenset({'08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4029,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4030,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_17'})"
4031,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_10', '08:30:00 channel_9', '08:30:00 channel_17'})"
4032,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_4', '08:30:00 channel_10', '08:30:00 channel_12'})"
4033,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_12'})"
4034,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_18', '08:30:00 channel_10', '08:30:00 channel_12'})"
4035,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_12'})"
4036,0.012602853869388605,"frozenset({'08:30:00 channel_9', '08:30:00 channel_18', '08:30:00 channel_10', '08:30:00 channel_12'})"
4037,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_12'})"
4038,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_4', '08:30:00 channel_10', '08:30:00 channel_12'})"
4039,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_12'})"
4040,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_4', '08:30:00 channel_10', '08:30:00 channel_9'})"
4041,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_12'})"
4042,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_12', '08:30:00 channel_5'})"
4043,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_9'})"
4044,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_12'})"
4045,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_6', '08:30:00 channel_10', '08:30:00 channel_9'})"
4046,0.012602853869388605,"frozenset({'08:30:00 channel_12', '08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_9'})"
4047,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_17'})"
4048,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_17'})"
4049,0.012602853869388605,"frozenset({'08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_17'})"
4050,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_17'})"
4051,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_17'})"
4052,0.012602853869388605,"frozenset({'08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9', '08:30:00 channel_17'})"
4053,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_4', '08:30:00 channel_14', '08:30:00 channel_10'})"
4054,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10'})"
4055,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_18', '08:30:00 channel_14', '08:30:00 channel_10'})"
4056,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10'})"
4057,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4058,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10'})"
4059,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_4', '08:30:00 channel_14', '08:30:00 channel_10'})"
4060,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10'})"
4061,0.012602853869388605,"frozenset({'08:30:00 channel_4', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4062,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10'})"
4063,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_5'})"
4064,0.012602853869388605,"frozenset({'08:30:00 channel_5', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4065,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10'})"
4066,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4067,0.012602853869388605,"frozenset({'08:30:00 channel_8', '08:30:00 channel_14', '08:30:00 channel_10', '08:30:00 channel_9'})"
4068,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_4', '08:30:00 channel_10', '08:30:00 channel_17'})"
4069,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_5', '08:30:00 channel_10', '08:30:00 channel_17'})"
4070,0.012602853869388605,"frozenset({'08:30:00 channel_6', '08:30:00 channel_18', '08:30:00 channel_10', '08:30:00 channel_17'})"
4071,0.012602853869388605,"frozenset({'08:30:00 channel_18', '08:30:00 channel_8', '08:30:00 channel_10', '08:30:00 channel_17'})"
